Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2025-03-01,0.14881755539211594,0.17404314999854412,0.22723080679567995,0.008752070096734118,0.2234635453324418,0.2647209019857097,0.061411167401490586,0.052979079971599195,0.18671512259765216,0.04112399054606046,0.13515534833202647
2025-04-01,0.1655492243358508,0.1802734364419233,0.32912690601599887,0.026123182344475176,0.2201868922144801,0.25098011858298913,0.05459083097743879,0.05944317021173482,0.18042334077617764,0.07393711704966913,0.1336531975303444
2025-05-01,0.14117937904567446,0.12908341965828696,0.32054302220139985,-0.017817111627241554,0.15125052420584648,0.17628148983658354,0.04303756767912489,0.04965032798967109,0.14905306085416173,0.12555718033175448,0.061011088402116706
2025-06-01,0.12655719455108894,0.06784445137790374,0.2932080529812278,-0.04597882939693517,0.12331942538241367,0.09666005905914629,0.06452669866532618,0.05671028608686466,0.15175370140083783,0.11138304603574613,0.04550767067064775
2025-07-01,0.12290758000437013,0.07522486722829948,0.26729451650392294,-0.04956345946871527,0.09388691670185811,0.061181952930443276,0.0719522523485925,0.04840706885977182,0.10392105617316802,0.13602195236014344,0.02543322234045056
2025-08-01,0.07741839358032429,0.04095806033542898,0.24057735742371092,-0.0820304895236282,0.09388691670185811,0.06221815964648348,0.060319722613590275,0.02772528401921302,0.11804166842791884,0.08965344545006967,-0.01994367681389705
2025-09-01,0.10401204098407214,-0.019138185075057382,0.24939908119088214,-0.07962544451229407,0.08065374334295233,-0.007137268512556941,0.08835418953383267,0.03186162312825518,0.08781320760894075,0.07812757372250685,-0.05471343913249353
2025-10-01,0.13943826863376704,0.008065232208058893,0.25324650752892797,-0.053018546854901205,0.07188750029326202,-0.07576540552888067,0.10657736317748306,0.05295318432068554,0.06177128193460911,0.040107349761824125,-0.057852289874259964
2025-11-01,0.10197003785165722,0.0030541146784192016,0.23358839651475172,-0.07232163854911497,0.08008765601539039,-0.024030849724149497,0.07038601962002844,0.035123760780591616,0.04566027671446503,-0.049061122344668966,-0.04255312258836167
2025-12-01,0.08891147866195166,-0.01707658869374752,0.24231591010334103,-0.1012760836622039,0.0715284376173048,-0.030184557295399227,0.09018001984255095,0.06568857614467204,0.10094311554518424,-0.030096234054178037,-0.052958368307121334
2026-01-01,0.0050484560225430375,-0.04082518705950145,0.12749958576208256,-0.07828891498605695,0.006366351703265766,-0.031102227911799542,0.014049561555720591,0.03019662206985528,0.0823254827074051,-0.034081833020342664,-0.07059549539622995
2026-02-01,-0.07855411646631878,-0.023229635535735527,0.044265968741320896,-0.03773204812703347,-0.06390390023812875,0.005589834407080798,-0.06269187882208342,-0.026217232036233423,-0.0127307350357803,-0.07056934608555335,-0.032514583940197524
