Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2025-03-01,42.15055465698242,95.2906494140625,45.214725494384766,49.12624740600586,,102.60084533691406,79.49848175048828,40.45673370361328,38.33011245727539,143.4862060546875,97.88312530517578
2025-04-01,41.321998596191406,94.57185363769531,39.25278854370117,48.26533126831055,,104.51822662353516,80.07615661621094,40.18058776855469,38.626644134521484,138.5760498046875,98.05313110351562
2025-05-01,42.52880096435547,100.47765350341797,39.755027770996094,50.443016052246094,,114.94168853759766,81.05471801757812,40.598934173583984,40.10512924194336,130.85162353515625,106.2747573852539
2025-06-01,43.25288391113281,107.54278564453125,41.35439682006836,51.83871078491211,,126.05205535888672,79.23458862304688,40.29733657836914,39.97784423828125,132.97262573242188,108.0294418334961
2025-07-01,43.433616638183594,106.6913070678711,42.870601654052734,52.01636505126953,,131.002685546875,78.60564422607422,40.65205001831055,42.23219680786133,129.28567504882812,110.30147552490234
2025-08-01,45.68623733520508,110.64466857910156,44.43382263183594,53.625431060791016,,130.85809326171875,79.5909194946289,41.53557586669922,41.56669616699219,136.22425842285156,115.43721771240234
2025-09-01,44.369319915771484,117.57797241210938,43.917659759521484,53.5062370300293,,140.5359344482422,77.21640014648438,41.35887145996094,42.991363525390625,137.94898986816406,119.37246704101562
2025-10-01,42.61501693725586,114.43951416015625,43.69254684448242,52.187599182128906,,150.1123046875,75.67289733886719,40.45783996582031,44.218719482421875,143.63833618164062,119.72772216796875
2025-11-01,44.47044372558594,115.01764678955078,44.842742919921875,53.14426040649414,,142.8932647705078,78.7383041381836,41.219512939453125,44.978031158447266,156.98150634765625,117.99616241455078
2025-12-01,45.117103576660156,117.34012603759766,44.332096099853516,54.57924270629883,,143.751953125,77.06175231933594,39.91378402709961,42.37255096435547,154.1436004638672,119.173828125
2026-01-01,49.27000045776367,120.08000183105469,51.04999923706055,53.439998626708984,,143.8800048828125,83.51000213623047,41.43000030517578,43.25,154.74000549316406,121.16999816894531
2026-02-01,53.40999984741211,118.05000305175781,55.91999816894531,51.43000030517578,,138.75999450683594,90.01000213623047,43.84000015258789,47.72999954223633,160.1999969482422,116.86000061035156
